run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2025-04-27_09.46.26,E-12,2620,8252,5,0.06585628828245982,"[{'start_idx': np.int64(1469), 'end_idx': np.int64(1752), 'score': np.float64(3.6684774450749638)}, {'start_idx': np.int64(4760), 'end_idx': np.int64(4829), 'score': np.float64(8.101198900585837)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(6.087960714118453)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(7.516821250634059)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(6.835008121109432)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5518), 'score': np.float64(5.730111267807378)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(6.159536161612454)}, {'start_idx': np.int64(5600), 'end_idx': np.int64(5669), 'score': np.float64(6.701491463632826)}, {'start_idx': np.int64(5740), 'end_idx': np.int64(5809), 'score': np.float64(6.37480363065288)}, {'start_idx': np.int64(5810), 'end_idx': np.int64(5879), 'score': np.float64(6.707686860604648)}, {'start_idx': np.int64(5880), 'end_idx': np.int64(5949), 'score': np.float64(7.182126733380263)}, {'start_idx': np.int64(5950), 'end_idx': np.int64(6019), 'score': np.float64(6.402627659563543)}, {'start_idx': np.int64(6020), 'end_idx': np.int64(6089), 'score': np.float64(6.648422106717604)}, {'start_idx': np.int64(6090), 'end_idx': np.int64(6159), 'score': np.float64(6.803068222597605)}, {'start_idx': np.int64(6160), 'end_idx': np.int64(6229), 'score': np.float64(6.877067129828135)}, {'start_idx': np.int64(6230), 'end_idx': np.int64(6299), 'score': np.float64(6.615840277348533)}, {'start_idx': np.int64(6300), 'end_idx': np.int64(6344), 'score': np.float64(5.931521647949117)}]",1,0,2,"[[1719, 2002]]","[(5010, 5149), (5570, 5768), (5780, 5919), (5990, 6594)]",2,"[{'start_idx': np.int64(1469), 'end_idx': np.int64(1752), 'score': np.float64(3.6684774450749638)}, {'start_idx': np.int64(4760), 'end_idx': np.int64(4829), 'score': np.float64(8.101198900585837)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(6.087960714118453)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(7.516821250634059)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(6.835008121109432)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5518), 'score': np.float64(5.730111267807378)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(6.159536161612454)}, {'start_idx': np.int64(5600), 'end_idx': np.int64(5669), 'score': np.float64(6.701491463632826)}, {'start_idx': np.int64(5740), 'end_idx': np.int64(5809), 'score': np.float64(6.37480363065288)}, {'start_idx': np.int64(5810), 'end_idx': np.int64(5879), 'score': np.float64(6.707686860604648)}, {'start_idx': np.int64(5880), 'end_idx': np.int64(5949), 'score': np.float64(7.182126733380263)}, {'start_idx': np.int64(5950), 'end_idx': np.int64(6019), 'score': np.float64(6.402627659563543)}, {'start_idx': np.int64(6020), 'end_idx': np.int64(6089), 'score': np.float64(6.648422106717604)}, {'start_idx': np.int64(6090), 'end_idx': np.int64(6159), 'score': np.float64(6.803068222597605)}, {'start_idx': np.int64(6160), 'end_idx': np.int64(6229), 'score': np.float64(6.877067129828135)}, {'start_idx': np.int64(6230), 'end_idx': np.int64(6299), 'score': np.float64(6.615840277348533)}, {'start_idx': np.int64(6300), 'end_idx': np.int64(6344), 'score': np.float64(5.931521647949117)}]",SMAP,"[[5610, 6141], [5000, 5050]]","[contextual, contextual]"
2025-04-27_09.46.26,E-13,2620,8380,4,0.05739534500019681,"[{'start_idx': np.int64(1092), 'end_idx': np.int64(1435), 'score': np.float64(2.8516342076595556)}, {'start_idx': np.int64(1510), 'end_idx': np.int64(1721), 'score': np.float64(2.6603552876225005)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(3.526295922988925)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(3.791702856631955)}, {'start_idx': np.int64(6230), 'end_idx': np.int64(6299), 'score': np.float64(4.074990142861382)}]",2,1,2,"[[1342, 1685], [1760, 1971]]","[(5570, 5709), (6480, 6549)]",3,"[{'start_idx': np.int64(1092), 'end_idx': np.int64(1435), 'score': np.float64(2.8516342076595556)}, {'start_idx': np.int64(1510), 'end_idx': np.int64(1721), 'score': np.float64(2.6603552876225005)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(3.526295922988925)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(3.791702856631955)}, {'start_idx': np.int64(6230), 'end_idx': np.int64(6299), 'score': np.float64(4.074990142861382)}]",SMAP,"[[5309, 5410], [5600, 5640], [6449, 6569]]","[contextual, contextual, contextual]"
2025-04-27_09.46.26,A-1,2620,8380,1,0.006887628671519796,"[{'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(5.56060854281069)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(4.595589169689331)}]",0,0,1,[],"[(4730, 4869)]",1,"[{'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(5.56060854281069)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(4.595589169689331)}]",SMAP,"[[4690, 4774]]",[point]
2025-04-27_09.46.26,D-1,2589,8249,1,0.07670993658614687,"[{'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(1.6237339137612077)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(1.7666709104583869)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(0.7072369614061421)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(0.7451505191260271)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(0.8069811521381061)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(5.820770307009235)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(7.11216120690027)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(7.5630118717662675)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(7.718282114384598)}, {'start_idx': np.int64(5600), 'end_idx': np.int64(5669), 'score': np.float64(7.484955113801744)}]",0,0,1,[],"[(5220, 5919)]",1,"[{'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(1.6237339137612077)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(1.7666709104583869)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(0.7072369614061421)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(0.7451505191260271)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(0.8069811521381061)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(5.820770307009235)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(7.11216120690027)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(7.5630118717662675)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(7.718282114384598)}, {'start_idx': np.int64(5600), 'end_idx': np.int64(5669), 'score': np.float64(7.484955113801744)}]",SMAP,"[[5250, 8508]]",[point]
2025-04-27_09.46.26,P-2,2561,7949,1,0.054456507104673,"[{'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(12.340985384307626)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(13.38715646813338)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(12.137646948686543)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(11.002362959059406)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(10.344755739484242)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(9.805509004011952)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5502), 'score': np.float64(9.204638120201237)}]",0,0,1,[],"[(5290, 5752)]",1,"[{'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(12.340985384307626)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(13.38715646813338)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(12.137646948686543)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(11.002362959059406)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(10.344755739484242)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(9.805509004011952)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5502), 'score': np.float64(9.204638120201237)}]",SMAP,"[[5350, 6575]]",[point]
2025-04-27_09.46.26,P-3,2595,8233,2,0.034489769153069956,"[{'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(4.0803473547931395)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(7.674291383858818)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(7.966620862950998)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(6.846777010953102)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5424), 'score': np.float64(5.798263289660633)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(8.276728681131539)}, {'start_idx': np.int64(5600), 'end_idx': np.int64(5669), 'score': np.float64(8.557588828379059)}, {'start_idx': np.int64(5670), 'end_idx': np.int64(5739), 'score': np.float64(8.284147783601805)}, {'start_idx': np.int64(5740), 'end_idx': np.int64(5809), 'score': np.float64(7.665653660683839)}]",0,0,1,[],"[(5360, 5674), (5780, 6059)]",1,"[{'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(4.0803473547931395)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(7.674291383858818)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(7.966620862950998)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(6.846777010953102)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5424), 'score': np.float64(5.798263289660633)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(8.276728681131539)}, {'start_idx': np.int64(5600), 'end_idx': np.int64(5669), 'score': np.float64(8.557588828379059)}, {'start_idx': np.int64(5670), 'end_idx': np.int64(5739), 'score': np.float64(8.284147783601805)}, {'start_idx': np.int64(5740), 'end_idx': np.int64(5809), 'score': np.float64(7.665653660683839)}]",SMAP,"[[5401, 6736]]",[point]
2025-04-27_09.46.26,D-2,2620,8335,2,0.05198541007171724,"[{'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(12.248721643313223)}, {'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(10.303715213779624)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(9.046843886655235)}, {'start_idx': np.int64(8120), 'end_idx': np.int64(8120), 'score': np.float64(0.3629269848588541)}, {'start_idx': np.int64(8190), 'end_idx': np.int64(8259), 'score': np.float64(2.210672664064811)}]",0,0,1,[],"[(4660, 4869), (8440, 8509)]",1,"[{'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(12.248721643313223)}, {'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(10.303715213779624)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(9.046843886655235)}, {'start_idx': np.int64(8120), 'end_idx': np.int64(8120), 'score': np.float64(0.3629269848588541)}, {'start_idx': np.int64(8190), 'end_idx': np.int64(8259), 'score': np.float64(2.210672664064811)}]",SMAP,"[[4319, 8536]]",[point]
2025-04-27_09.46.26,D-3,2620,8380,2,0.09064832768470259,"[{'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(10.174161262592769)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(10.544501097110151)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(10.148938174093347)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(9.8456817572309)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(9.497152218047374)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(9.162912696331729)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(8.88629888951772)}, {'start_idx': np.int64(7560), 'end_idx': np.int64(7629), 'score': np.float64(3.731551073666317)}, {'start_idx': np.int64(7630), 'end_idx': np.int64(7699), 'score': np.float64(4.20369090166345)}, {'start_idx': np.int64(7700), 'end_idx': np.int64(7769), 'score': np.float64(4.741128239512324)}, {'start_idx': np.int64(7770), 'end_idx': np.int64(7839), 'score': np.float64(5.2148523081770914)}, {'start_idx': np.int64(7840), 'end_idx': np.int64(7909), 'score': np.float64(5.649985215201955)}, {'start_idx': np.int64(7910), 'end_idx': np.int64(7979), 'score': np.float64(5.9298327783507485)}, {'start_idx': np.int64(7980), 'end_idx': np.int64(8049), 'score': np.float64(6.128201762067833)}, {'start_idx': np.int64(8050), 'end_idx': np.int64(8119), 'score': np.float64(6.229407186820716)}, {'start_idx': np.int64(8120), 'end_idx': np.int64(8189), 'score': np.float64(6.309511499509297)}]",0,0,1,[],"[(5360, 5849), (7810, 8439)]",1,"[{'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(10.174161262592769)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(10.544501097110151)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(10.148938174093347)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(9.8456817572309)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(9.497152218047374)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(9.162912696331729)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(8.88629888951772)}, {'start_idx': np.int64(7560), 'end_idx': np.int64(7629), 'score': np.float64(3.731551073666317)}, {'start_idx': np.int64(7630), 'end_idx': np.int64(7699), 'score': np.float64(4.20369090166345)}, {'start_idx': np.int64(7700), 'end_idx': np.int64(7769), 'score': np.float64(4.741128239512324)}, {'start_idx': np.int64(7770), 'end_idx': np.int64(7839), 'score': np.float64(5.2148523081770914)}, {'start_idx': np.int64(7840), 'end_idx': np.int64(7909), 'score': np.float64(5.649985215201955)}, {'start_idx': np.int64(7910), 'end_idx': np.int64(7979), 'score': np.float64(5.9298327783507485)}, {'start_idx': np.int64(7980), 'end_idx': np.int64(8049), 'score': np.float64(6.128201762067833)}, {'start_idx': np.int64(8050), 'end_idx': np.int64(8119), 'score': np.float64(6.229407186820716)}, {'start_idx': np.int64(8120), 'end_idx': np.int64(8189), 'score': np.float64(6.309511499509297)}]",SMAP,"[[5225, 8500]]",[point]
2025-04-27_09.46.26,D-4,2573,8213,1,0.06218458301922632,"[{'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(12.28327675573247)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(11.653416320351866)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(11.006573646139532)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(10.43186265749991)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(9.912601748476591)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(9.582623442752464)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(9.184952370509702)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(8.851392279862159)}]",0,0,1,[],"[(5290, 5849)]",1,"[{'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(12.28327675573247)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(11.653416320351866)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(11.006573646139532)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(10.43186265749991)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(9.912601748476591)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(9.582623442752464)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(9.184952370509702)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(8.851392279862159)}]",SMAP,"[[5225, 8472]]",[point]
2025-04-27_09.46.26,A-2,2388,7654,1,0.08848600699029414,"[{'start_idx': np.int64(4270), 'end_idx': np.int64(4339), 'score': np.float64(3.937011610808194)}, {'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(4.218081195013474)}]",0,0,1,[],"[(4520, 4659)]",1,"[{'start_idx': np.int64(4270), 'end_idx': np.int64(4339), 'score': np.float64(3.937011610808194)}, {'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(4.218081195013474)}]",SMAP,"[[4450, 4560]]",[contextual]
2025-04-27_09.46.26,A-3,2476,7945,2,0.051276128288437736,"[{'start_idx': np.int64(840), 'end_idx': np.int64(1096), 'score': np.float64(2.5251051887583316)}, {'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(3.2870286599341996)}, {'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(3.4996380376844174)}, {'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(3.8933837849002417)}]",1,0,1,"[[1090, 1346]]","[(4590, 4799)]",1,"[{'start_idx': np.int64(840), 'end_idx': np.int64(1096), 'score': np.float64(2.5251051887583316)}, {'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(3.2870286599341996)}, {'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(3.4996380376844174)}, {'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(3.8933837849002417)}]",SMAP,"[[4575, 4760]]",[contextual]
2025-04-27_09.46.26,A-4,2430,7820,2,0.05722427305038037,"[{'start_idx': np.int64(820), 'end_idx': np.int64(1101), 'score': np.float64(2.089499949086145)}, {'start_idx': np.int64(4270), 'end_idx': np.int64(4339), 'score': np.float64(1.8657842678379288)}, {'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(3.3712710913706525)}, {'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(3.466811805621372)}]",1,0,1,"[[1070, 1351]]","[(4520, 4729)]",1,"[{'start_idx': np.int64(820), 'end_idx': np.int64(1101), 'score': np.float64(2.089499949086145)}, {'start_idx': np.int64(4270), 'end_idx': np.int64(4339), 'score': np.float64(1.8657842678379288)}, {'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(3.3712710913706525)}, {'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(3.466811805621372)}]",SMAP,"[[4550, 4660]]",[contextual]
2025-04-27_09.46.26,G-1,2560,8209,2,0.07836121044903098,"[{'start_idx': np.int64(1505), 'end_idx': np.int64(1727), 'score': np.float64(2.329155378337404)}, {'start_idx': np.int64(8139), 'end_idx': np.int64(8208), 'score': np.float64(4.640153121632451)}]",2,1,0,"[[1755, 1977], [8389, 8458]]",[],1,"[{'start_idx': np.int64(1505), 'end_idx': np.int64(1727), 'score': np.float64(2.329155378337404)}, {'start_idx': np.int64(8139), 'end_idx': np.int64(8208), 'score': np.float64(4.640153121632451)}]",SMAP,"[[4770, 4890]]",[contextual]
2025-04-27_09.46.26,G-2,2218,7101,1,0.011201457328619109,"[{'start_idx': np.int64(3780), 'end_idx': np.int64(3849), 'score': np.float64(3.807001499476512)}, {'start_idx': np.int64(3850), 'end_idx': np.int64(3919), 'score': np.float64(2.9068683283021284)}]",0,0,1,[],"[(4030, 4169)]",1,"[{'start_idx': np.int64(3780), 'end_idx': np.int64(3849), 'score': np.float64(3.807001499476512)}, {'start_idx': np.int64(3850), 'end_idx': np.int64(3919), 'score': np.float64(2.9068683283021284)}]",SMAP,"[[4030, 4070]]",[point]
2025-04-27_09.46.26,D-5,2301,7368,0,0.48309604785030524,[],0,1,0,[],[],1,[],SMAP,"[[4800, 4850]]",[point]
2025-04-27_09.46.26,D-6,2334,7624,1,0.03049742382734405,"[{'start_idx': np.int64(4620), 'end_idx': np.int64(4689), 'score': np.float64(4.81883783441888)}, {'start_idx': np.int64(4690), 'end_idx': np.int64(4759), 'score': np.float64(4.773151343086329)}]",0,0,1,[],"[(4870, 5009)]",1,"[{'start_idx': np.int64(4620), 'end_idx': np.int64(4689), 'score': np.float64(4.81883783441888)}, {'start_idx': np.int64(4690), 'end_idx': np.int64(4759), 'score': np.float64(4.773151343086329)}]",SMAP,"[[4870, 4950]]",[point]
2025-04-27_09.46.26,D-7,2323,7382,2,0.061393410669888494,"[{'start_idx': np.int64(4760), 'end_idx': np.int64(4829), 'score': np.float64(1.7727337048035008)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(2.691672289399895)}, {'start_idx': np.int64(4900), 'end_idx': np.int64(4969), 'score': np.float64(3.197072505807452)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(3.524027090354474)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(3.691516776978)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(3.793176263625319)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(5.045268708191578)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(5.781208441442216)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(5.921422806029541)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(6.002157870147806)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(6.4636318117536415)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(6.585284689912125)}, {'start_idx': np.int64(5600), 'end_idx': np.int64(5669), 'score': np.float64(6.527620893056312)}, {'start_idx': np.int64(7210), 'end_idx': np.int64(7279), 'score': np.float64(3.7595857669413775)}]",0,0,1,[],"[(5010, 5919), (7460, 7529)]",1,"[{'start_idx': np.int64(4760), 'end_idx': np.int64(4829), 'score': np.float64(1.7727337048035008)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(2.691672289399895)}, {'start_idx': np.int64(4900), 'end_idx': np.int64(4969), 'score': np.float64(3.197072505807452)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(3.524027090354474)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(3.691516776978)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(3.793176263625319)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(5.045268708191578)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(5.781208441442216)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(5.921422806029541)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(6.002157870147806)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(6.4636318117536415)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5599), 'score': np.float64(6.585284689912125)}, {'start_idx': np.int64(5600), 'end_idx': np.int64(5669), 'score': np.float64(6.527620893056312)}, {'start_idx': np.int64(7210), 'end_idx': np.int64(7279), 'score': np.float64(3.7595857669413775)}]",SMAP,"[[4940, 7641]]",[point]
2025-04-27_09.46.26,F-1,2609,8324,0,0.300766149536582,[],0,1,0,[],[],1,[],SMAP,"[[5392, 5492]]",[point]
2025-04-27_09.46.26,P-4,2349,7523,3,0.009722293090760097,"[{'start_idx': np.int64(681), 'end_idx': np.int64(936), 'score': np.float64(10.2251823639805)}, {'start_idx': np.int64(1921), 'end_idx': np.int64(2099), 'score': np.float64(8.785425629202571)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(8.566216703367997)}, {'start_idx': np.int64(4620), 'end_idx': np.int64(4689), 'score': np.float64(6.670211130977173)}, {'start_idx': np.int64(4690), 'end_idx': np.int64(4732), 'score': np.float64(5.505321703105635)}]",0,0,3,[],"[(931, 1186), (2171, 2349), (4800, 4982)]",3,"[{'start_idx': np.int64(681), 'end_idx': np.int64(936), 'score': np.float64(10.2251823639805)}, {'start_idx': np.int64(1921), 'end_idx': np.int64(2099), 'score': np.float64(8.785425629202571)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(8.566216703367997)}, {'start_idx': np.int64(4620), 'end_idx': np.int64(4689), 'score': np.float64(6.670211130977173)}, {'start_idx': np.int64(4690), 'end_idx': np.int64(4732), 'score': np.float64(5.505321703105635)}]",SMAP,"[[950, 1080], [2150, 2350], [4770, 4880]]","[point, point, point]"
2025-04-27_09.46.26,G-3,2364,7647,2,0.011997653419724068,"[{'start_idx': np.int64(3920), 'end_idx': np.int64(3989), 'score': np.float64(3.501613155891808)}, {'start_idx': np.int64(3990), 'end_idx': np.int64(4059), 'score': np.float64(3.2758262397214444)}, {'start_idx': np.int64(4060), 'end_idx': np.int64(4127), 'score': np.float64(2.533864818420869)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(8.752111966038543)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(7.061045796894356)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5582), 'score': np.float64(5.640104602574435)}]",1,0,1,"[[5640, 5832]]","[(4170, 4377)]",1,"[{'start_idx': np.int64(3920), 'end_idx': np.int64(3989), 'score': np.float64(3.501613155891808)}, {'start_idx': np.int64(3990), 'end_idx': np.int64(4059), 'score': np.float64(3.2758262397214444)}, {'start_idx': np.int64(4060), 'end_idx': np.int64(4127), 'score': np.float64(2.533864818420869)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(8.752111966038543)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(7.061045796894356)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5582), 'score': np.float64(5.640104602574435)}]",SMAP,"[[4200, 4250]]",[point]
